,input,output,expected
67,@champak tamrapatra ka e e bha  pra  is wakatak raja ke vinash ke sambandh mein kuch logon ki asatya dharana bani hui hai ki guptvansh ke utthan se rudrasen pratham nasht ho gaya#,चंपकावी तम्रपत्री का# ए# ए# भा# प्रा# इस# ्काकाट# राजा# के# विनाहित के# शांग्लेरह में# चूं# लोगो# कीं# अससीया धारण# बनिही ूही# हि# कीं# ूप्तिवृष्ण के# उत्त# शे ्रुंडस# प्राथम# नास्त्र# ूह# गय# ,@चंपक ताम्रपत्र का इ इ भा  पृ  इस वाकाटक राजा के विनाश के संबंध में कुछ लोगों की असत्य धारण बनी हुई है कि गुप्तवंश के उत्थान से रुद्रसेन प्रथम नष्ट हो गया#
68,@uttarakhand ki sanskriti#,उत्तरछ# कीं# संस्कृत# ,@उत्तराखण्ड की संस्कृति#
69,@baind apne pahle brihad daure ke liye america vaapas aaya jahan unke saath the sauft mashin aur d hoo#,बंदि# अपने# पहले ब्रहिआ# दुराने के# लिये# अमेरिका# वपंड आया# झापना उनके# शार# ते# श्फू मशिन# उर# द# ूहो# ,@बैंड अपने पहले बृहद दौरे के लिए अमेरिका वापस आया जहां उनके साथ थे सॉफ्ट मशीन और द हू#
70,@yah apni abhasi duniya mein charon or dekhne menu ko browse karne mein sahayta karta hai#,यह# अपनी# अभाषी दुनायी# में# चरोपन री# देखरे मेंचु ूओड़ों ्योरक्षी कन्द्र में# शहायत कर्ता# हि# ,@यह अपनी आभासी दुनिया में चारों ओर देखने मेनू को ब्राउज़ करने में सहायता करता है#
71,@melborne victoriya colins strit chaidsten shoping center#,मेलबोर्नी विकीटरों ॉडलिनिस स्ट्रिट# चार्सिसी# शोपिंग# क्टीनरी ,@मेलबर्न विक्टोरिया कॉलिन्स स्ट्रीट चैडस्टोन शौपिंग सेंटर#
72,@uski yatrayen keval bhudrushyon ke pyar aur agyat ki khoj se hi prerit nahi thi#,उसकी# यार्यन# कवला भूमोधुर्शों# के# ्रेडकर उर# अस्याग# कीं# कोज# शे ी# परिण्डर्ड नाही# थी# ,@उसकी यात्राएँ केवल भूदृश्यों के प्यार और अज्ञात की खोज से ही प्रेरित नहीं थीं#
73,@uska vishva ke pratyek pradesh mein niwas hai#,उसका# विश्वा# के# ्राकृतिक प्रादेशों में# निवास# हि# ,@उसका विश्व के प्रत्येक प्रदेश में निवास है#
74,@varbinski aur brukahemar ko dep par bharosa tha anshik rup se kyonki oralando bloom paramparagat eral phlen ki tarah ka patra nibha raha hoga#,वैप्रबंस# उर# बृदकाल# ूओड़ों दे# पर# भारात्का था# उन्चित# रुप# शे ॉक्‍पीड़ों ोरालोन्द्र बोलोन परिगरकृत रैला फ़लों# कीं# तरहा# का# परता# निभा# रा# ुई# ,@वरबिंस्की और ब्रुकहेमर को डेप पर भरोसा था आंशिक रूप से क्योंकि ऑरलैंडो ब्लूम परंपरागत एरल फ्लेन की तरह का पात्र निभा रहा होगा#
75,@apane jivana mem aisvarya tatha vilasita ka upabhoga karane vale isa kavi ki ullekhaniya visesata yaha hai ki inake kavya para isaka viparita prabhava nahim para saka hai#,अपने# ्वीड़ाका# में# ैस्वीराय तथा# ्युकाशिता का# उपभोग# कनार# वैले इस# कवि# कीं# उल्लेखन# विस्तानस यहा# हि# कीं# इनकारी कवाया# परा# इसका# विपाति# प्राहकालीन नाहिम# परा# सका# हि# ,@अपने जीवन में ऐश्वर्य तथा विलासिता का उपभोग करने वाले इस कवि की उल्लेखनीय विशेषता यह है कि इनके काव्य पर इसका विपरीत प्रभाव नहीं पड़ सका है#
76,@kahin kahin use malik swami bhi kahate hain#,कहीं# कहीं# उसे मलिक# ्यादिश भी# कहते# हीं# ,@कहीं कहीं उसे मालिक स्वामी भी कहते हैं#
77,@ye tino intermiddiate range balistik missile hai#,ये# टीनो# इंट्राऑक्टायडी रंगी# बाल# मेस्टइली# हि# ,@ये तीनों इंटरमीडिएट रेंज बालिस्टिक मिसाइलें हैं#
78,@indrani mukharji#,इन्द्रणी# मुखरेश# ,@इन्द्रानी मुखर्जी#
79,@prabandhan raktadhan men kabhi kabhi sahayak ho sakta hai#,प्राबंध# रक्तधान# में# कबीह कबीह शाहायक ूह# सकात्र हि# ,@प्रबंधन रक्ताधान में कभी कभी सहायक हो सकता है#
80,@halanki ve logo ke bahut ache saathi hote hain kyonki ve unki jarurton ko samjha karte hain lekin purtgali samudri kutte har kisi ke liye nahi hote#,हल्लैण# वे# लोग# के# भूत# चे# शालत# ूठे# हीं# ॉक्‍पीड़ों वे# उनकी# जर्रु# ूओड़ों शन्माजा# कर्टी हीं# लेकिन# पूर्तिगु# सुमरीर# कतुत्री हर# किसी# के# लिये# नाही# ूठे# ,@हालांकि वे लोगों के बहुत अच्छे साथी होते हैं क्योंकि वे उनकी जरूरतों को समझा करते हैं लेकिन पुर्तगाली समुद्री कुत्ते हर किसी के लिए नहीं होते#
81,@ek sakhyastav seh maya vamapadabhilashi kankshatyanyo badan madira dohadacchadmanasya is shlok ki tika me mallinath ne anek vriksho ke dohad ka ullekh kiya hai jiske anusar sundar stree ke sparsh se priyangu mukhmadira se maulsiri charanghat se ashok drishtipat se tilak aalingan se mriduvani se mandra hansi se patu funk marne se champa kurbak madhur gaan se aam aur nachne se kachnar ityadi vriksha fulte hai#,ए# सकानिष्‍ठान शे# माय# वाबादगास्पराही क्षणकांत्यों बादन# मदिरा# धोनानअधेश्वादर इस# स्कूल# कीं# तिका# में# मल्लिनाथ# णी# अनकी ्यूरोफ़िशन# के# धोड़# का# उल्ल्य# किया# हि# जिकार्ड णुसार# सुंदर# स्ट्रादिन के# शर्र# शे प्रियणुग# मुखदर्वी शे मौरसील# चरफ़र्नित शे ोशोक# दृष्ट# शे तिल# आदलनी# शे मृदयवीं शे मन्द्रारी हंपी शे पूटी ्युक्र# मरनी शे चंपा कुर्बिक मधारु# गाँ# शे अमी# उर# नच्न# शे छनार्य# ित्रयाएं# ्येक्षांक फुलाटेर हि# ,@एक सख्यास्तव सह मया वामपादाभिलाषी कांक्षत्यन्यो बदन मदिरा दोहदच्छद्मनास्या इस श्लोक की टीका में मल्लिनाथ ने अनेक वृक्षों के दोहद का उल्लेख किया है जिसके अनुसार सुंदर स्त्री के स्पर्श से प्रियंगु मुखमदिरा से मौलसिरी चरणाघात से अशोक दृष्टिपात से तिलक आलिंगन से मृदुवाणी से मंदरा हँसी से पटु फूँक मारने से चंपा कुरबक मधुर गान से आम और नाचने से कचनार इत्यादि वृक्ष फूलते हैं#
82,@govind sharma london men base bharatiy mul ke hindi lekhak hain#,ूपिड़ों# शर्मा# ्लोरोनों में# बसे# भारतीय# मुल# के# ीचिं# लेक# हीं# ,@गोविन्द शर्मा लंदन में बसे भारतीय मूल के हिंदी लेखक है#
83,@ke dashak ke baad se naye sainya itihas jo jansakto se adhik sainikon ke saath evam rananiti se adhik manovigyan ke saath aur samaj aur sankruti par yuddh ke vyapak prabhav se sambandhit hai#,के# दशक# के# बाद# शे नए# सियाना# इतिहास# ूज़ो# झकोंस्पता शे उधिक सामिनिकों# के# शार# वीम# रण्डिनित शे उधिक मानविज्ञान# के# शार# उर# समाजि उर# संकृति पर# ्यौढ़े# के# व्यापिक प्राहकों शे संस्मभू# हि# ,@के दशक के बाद से नए सैन्य इतिहास जो जनशक्ति से अधिक सैनिकों के साथ एवं रणनीति से अधिक मनोविज्ञान के साथ और समाज और संस्कृति पर युद्ध के व्यापक प्रभाव से संबंधित है#
84,@ke rup me dekha#,के# रुप# में# देखा# ,@के रूप में देखा#
85,@kendriy krishi abhiyantriki sansthan bhopal#,केंद्री# कृष्‍ट# अभिनेत्रीक# संस्था# बोपिया# ,@केन्द्रीय कृषि अभियांत्रिकी संस्थान भोपाल#
86,@uttarakhand rajy rajmarg  do alag alag margon ke naam se prakhyat hai pahla kaladhungi rod jo mangal padav se shuru hokar pashchim ki aur kaladhungi hote huye ramnagar tak jata hai aur dusra chorgaliya rod jo kathgodam se shuru hokar dakshin ki aur chorgaliya hote huye sitarganj tak jata hai#,उत्तरछ# राजकी राजमर्ग# दो लग# लग# मरगों# के# नामा# शे प्रकाशिय हि# पहला# कलाधिन्घु ्ोोर ूज़ो# मंगल# ्पड़ाव# शे शुरूप ुड़कर# ्रश्चिक कीं# उर# कलाधिन्घु ूठे# ूपी# रम्मर# तका# झता हि# उर# दुसर# कोरगोलिया# ्ोोर ूज़ो# कथागादुरों शे शुरूप ुड़कर# दक्षिणी# कीं# उर# कोरगोलिया# ूठे# ूपी# सितंगीत# तका# झता हि# ,@उत्तराखण्ड राज्य राजमार्ग  दो अलग अलग मार्गों के नाम से प्रख्यात है पहला कालाढूंगी रोड जो मंगल पड़ाव से शुरू होकर पश्चिम की ओर कालाढूंगी होते हुए रामनगर तक जाता है और दूसरा चोरगलिया रोड जो काठगोदाम से शुरू होकर दक्षिण की ओर चोरगलिया होते हुए सितारगंज तक जाता है#
87,@pure desh mein deshbhakti ka ek vaar sa uthta#,पूरे देश# में# देशपभत# का# ए# वैरा साहा उत्ठा# ,@पूरे देश में देशभक्ति का एक वार सा उठता#
88,@haldwani kotawali se kuchh duri par sthit is station ke do gate hain jahaan donon or se vaahnon ki aavaajaahi hoti hai#,हल्द्वार# ूठोआइकाइड शे ुचाछ# दूरी# पर# श्तित# इस# स्टैनोटी# के# दो गते# हीं# झान# दोनों# री# शे वहान्नीन कीं# आवाहिया# ूठी# हि# ,@हल्द्वानी कोतवाली से कुछ दूरी पर स्थित इस स्टेशन के दो गेट हैं जहां दोनों ओर से वाहनों की आवाजाही होती है#
89,@indira rammurti royal college of abtseshiyansh aur gainkalajists sausaiti me sabhya the#,इन्द्रिया# रम्मुर# ्योरिया ॉडलोग्लियन ॉड अब्बस्थतात्रियां उर# गिस्फिकेशनल# शुस्तानी# में# शभाया ते# ,@इंदिरा राममूर्ती रायल कालेज ऑफ अब्ट्सेशियन्स और गैनकालजिस्ट्स सौसैटी मे सभ्य थे#
90,@totemik gustidhari kudmi aadivasi samuday jo  tak munda uranva ho santhal adi anya aadivasi samudayo ke sath adim janjati ki suchi me shamil thi  me anusuchit janjati ki suchi banaye jane ke samay bhulvash ya kisi gehri sajish ke tahat bina kisi notification ke usme shamil karne se chod diye gaye#,टोटीकम# गुस्त्रीद# मुप्दी दसी# सुमैड़े# ूज़ो# तका# मुनदार# ूर्ण# ूह# शनल# अदी# उन्दा दसी# सुमैड़ोर के# शाठ# उदी झनतीजन# कीं# शुचि में# शाली# थी# में# णुचितित झनतीजन# कीं# शुचि बनाड़का जनी# के# सामानी भूतिका# यह किसी# गीरही शाइशन के# था# बीना# किसी# नोटकनियाघात्र के# उसमें शाली# कन्द्र शे चैड़ों दीबी गये# ,@टोटेमिक गुस्टिधारि कुड़मि आदिवासि समुदाय जो  तक मुंडा उरांव हो संथाल आदि अन्य आदिवासि समुदायों के साथ आदिम जनजाति की सूचि में शामिल थी  में अनुसूचित जनजाति की सूचि बनाये जाने के समय भूलवश या किसी गहरी साजिश के तहत बिना किसी नोटिफिकेशन के उसमें शामिल करने से छोड़ दिये गये#
91,@libya ne chad ke sath ek yuddh mein muammar gathafi ke shasan ke tahat rasaynik hathiyaron ka istemaal kiya tha#,लिभाया# णी# चाद# के# शाठ# ए# ्यौढ़े# में# मुंम्रा# घाठती के# शासन# के# था# रासायनिक हत्यायार# का# इस्ट्रेलिया किया# था# ,@लीबिया ने चाड के साथ एक युद्ध में मुअम्मर गद्दाफी के शासन के तहत रासायनिक हथियारों का इस्तेमाल किया था#
92,@iska nirdeshan neerav ghevan ne kiya hai#,इसका# निर्देशन# णीर# गेवान# णी# किया# हि# ,@इसका निर्देशन नीरज घेवन ने किया है#
93,@manovikaar vigyan aadhunik yug ka ek navin vigyan hai#,मानविज्ञान# विज्ञान आधुनिक युग# का# ए# नानपुन विज्ञान हि# ,@मनोविकार विज्ञान आधुनिक युग का एक नवीन विज्ञान है#
94,@iski satah par sasta aur kriyashil dhatu ka cathodic aavran kar dete hai jo pradhan nirmit rachna ki apeksha adhik sansharik hota hai#,इसकी# सतल# पर# सस्त# उर# क्रिप्सियह धारती का# कटोर्क# आव्र# कर्# देती# हि# ूज़ो# प्राधना# णिर्म# राचन# कीं# अपेक्षा# उधिक शनसर्ध# ूठिया हि# ,@इसकी सतह पर सस्ता और क्रियाशील धातु का कैथोडिक आवरण कर देते हैं जो प्रधान निर्मित रचना की अपेक्षा अधिक संक्षारिक होता है#
95,@jiske karan hrdapeshivikriti ya atalata ho sakti hai#,जिकार्ड कनार# हृद्वास्पेवस्थ# यह अतला# ूह# सक्ति हि# ,@जिसके कारण हृदपेशीविकृति या अतालता हो सकती है#
96,@uttar pradesh vidhan sabha chunav men inhone uttar pradesh kii ramnagar vidhan sabah nirvachan kshetr nirvachan sankhyse chunav jeeta#,उत्तर# प्रादेशों ीड़ेना# शभा चुनाविक में# इन्होंने# उत्तर# प्रादेशों कीची रम्मर# ीड़ेना# शबाहार निर्देवाहकान श्चार्ट्स निर्देवाहकान शक्रेषण चुनाविक ूटे# ,@उत्तर प्रदेश विधान सभा चुनाव में इन्होंने उत्तर प्रदेश की रामनगर विधान सभा निर्वाचन क्षेत्र निर्वाचन संख्यासे चुनाव जीता#
97,@nepali upanyas ka shadharhu nepali bhasha ke vikhyat sanhityakar indrabahadur raai dwara rachin ek samalichana hai jiske liye unhe san  men nepali bhasha ke liye sahitya akademi puraskar se sammanit kiya gaya#,नीपुल# उपन्यास# का# सरधार# नीपुल# भाष# के# ्याखित# शनख़्तानिर इंदुर्भावालिया# राई# द्वार# राचीन# ए# सामानियंप# हि# जिकार्ड लिये# उन्हें सन्# में# नीपुल# भाष# के# लिये# शहित्य# अकामदिरी पूर्य# शे संमामित# किया# गय# ,@नेपाली उपन्यास का आधारहरू नेपाली भाषा के विख्यात साहित्यकार इंद्रबहादुर राई द्वारा रचित एक समालोचना है जिसके लिये उन्हें सन्  में नेपाली भाषा के लिए साहित्य अकादमी पुरस्कार से सम्मानित किया गया#
98,@lekin maghi sahityetihaskaron ke anusar maghi ka pahla upnyaas upnyasika ya lambi kahani sunita  bisvin sadi ke tesre dashak men chhapi#,लेकिन# मगही# शाहज़िताग्रणकार्यों के# णुसार# मगही# का# पहला# उप्‍ण्डिस उप्पिन्दास यह लम्बी# कहानी# ूर्पिनियत बीसवीं# सीड़ी के# तेरस्# दशक# में# चपिछ ,@लेकिन मगही साहित्येतिहासकारों के अनुसार मगही का पहला उपन्यास उपन्यासिका या लंबी कहानी ‘सुनीता’  बीसवीं सदी के तीसरे दशक में छपी#
99,@wiliam hover taft sanyukt rajya america ke rashtrpati the#,विलियन ूवर# त्त# संयुक्त# राजका अमेरिका# के# राष्ट्रपति# ते# ,@विलियम होवर टाफ्ट संयुक्त राज्य अमरीका के राष्ट्रपति थे#
