,input,output,expected
68,@uttarakhand ki sanskriti#,उत्तराखण्ड# की# संस्कृति# ,@उत्तराखण्ड की संस्कृति#
69,@baind apne pahle brihad daure ke liye america vaapas aaya jahan unke saath the sauft mashin aur d hoo#,बैंड# अपने# पहले# बृहद# दौरे# के# लिए# अमेरिका# वापस# आया# जहाँ# उनकें# साथ# दे# सौफ्ट# मशीं# और# डी# हो# ,@बैंड अपने पहले बृहद दौरे के लिए अमेरिका वापस आया जहां उनके साथ थे सॉफ्ट मशीन और द हू#
70,@yah apni abhasi duniya mein charon or dekhne menu ko browse karne mein sahayta karta hai#,यह# अपनी# अभासी# दुनिया# में# चरों# ओर# देखनें# मेनू# को# ब्राउज़# करने# में# सहायता# करता# है# ,@यह अपनी आभासी दुनिया में चारों ओर देखने मेनू को ब्राउज़ करने में सहायता करता है#
71,@melborne victoriya colins strit chaidsten shoping center#,मेलबोर्ने# विक्टोरिय# कालिन्स# स्ट्रीट# चैडस्टोन# शोपिंग# केंटर# ,@मेलबर्न विक्टोरिया कॉलिन्स स्ट्रीट चैडस्टोन शौपिंग सेंटर#
72,@uski yatrayen keval bhudrushyon ke pyar aur agyat ki khoj se hi prerit nahi thi#,उसकी# यात्राएं# केवल# भूदृश्यों# के# प्यार# और# अज्ञात# की# खोज# से# ही# प्रेरित# नहीं# थी# ,@उसकी यात्राएँ केवल भूदृश्यों के प्यार और अज्ञात की खोज से ही प्रेरित नहीं थीं#
73,@uska vishva ke pratyek pradesh mein niwas hai#,उसका# विश्वा# के# प्रत्येक# प्रदेश# में# निवास# है# ,@उसका विश्व के प्रत्येक प्रदेश में निवास है#
74,@varbinski aur brukahemar ko dep par bharosa tha anshik rup se kyonki oralando bloom paramparagat eral phlen ki tarah ka patra nibha raha hoga#,वरबिंस्की# और# ब्रुकहेमर# को# डेप# पर# भरोसा# था# अंशिक# रूप# से# क्योंकि# ओरलैंडों# ब्लूम्”# परंपरागत# एरल# फ्लेन# की# तरह# का# पट्रा# निभा# राहा# होगा# ,@वरबिंस्की और ब्रुकहेमर को डेप पर भरोसा था आंशिक रूप से क्योंकि ऑरलैंडो ब्लूम परंपरागत एरल फ्लेन की तरह का पात्र निभा रहा होगा#
75,@apane jivana mem aisvarya tatha vilasita ka upabhoga karane vale isa kavi ki ullekhaniya visesata yaha hai ki inake kavya para isaka viparita prabhava nahim para saka hai#,अपने# जीवना# में# ऐसवर्य# तथा# विलासिता# का# उपभोगा# करने# वेले# इसा# कवि# की# उल्लेखनीया# विसेषता# यहा# है# की# इनके# काव्य# परा# इसका# विपरीता# प्रभावा# नहीं# परा# सका# है# ,@अपने जीवन में ऐश्वर्य तथा विलासिता का उपभोग करने वाले इस कवि की उल्लेखनीय विशेषता यह है कि इनके काव्य पर इसका विपरीत प्रभाव नहीं पड़ सका है#
76,@kahin kahin use malik swami bhi kahate hain#,कहीं# कहीं# उसे# मलिक# स्वामी# भी# कहते# हैं# ,@कहीं कहीं उसे मालिक स्वामी भी कहते हैं#
77,@ye tino intermiddiate range balistik missile hai#,ये# तीनो# इंटरमीडियते# रंगे# बालिस्टिक# मिसाइले# है# ,@ये तीनों इंटरमीडिएट रेंज बालिस्टिक मिसाइलें हैं#
78,@indrani mukharji#,इंद्राणी# मुखर्जी# ,@इन्द्रानी मुखर्जी#
79,@prabandhan raktadhan men kabhi kabhi sahayak ho sakta hai#,प्रबंधन# रक्तद्धान# में# कभी# कभी# सहायक# हो# सकता# है# ,@प्रबंधन रक्ताधान में कभी कभी सहायक हो सकता है#
80,@halanki ve logo ke bahut ache saathi hote hain kyonki ve unki jarurton ko samjha karte hain lekin purtgali samudri kutte har kisi ke liye nahi hote#,हालांकि# वे# लोगो# के# बहुत# अच्छे# साथी# होटे# हैं# क्योंकि# वे# उनकी# जरूरतों# को# समझा# करते# हैं# लेकिन# पुर्तगाली# समुद्री# कुत्ते# हर# किसी# के# लिए# नहीं# होटे# ,@हालांकि वे लोगों के बहुत अच्छे साथी होते हैं क्योंकि वे उनकी जरूरतों को समझा करते हैं लेकिन पुर्तगाली समुद्री कुत्ते हर किसी के लिए नहीं होते#
81,@ek sakhyastav seh maya vamapadabhilashi kankshatyanyo badan madira dohadacchadmanasya is shlok ki tika me mallinath ne anek vriksho ke dohad ka ullekh kiya hai jiske anusar sundar stree ke sparsh se priyangu mukhmadira se maulsiri charanghat se ashok drishtipat se tilak aalingan se mriduvani se mandra hansi se patu funk marne se champa kurbak madhur gaan se aam aur nachne se kachnar ityadi vriksha fulte hai#,एक# सख्यास्तव# सह# मईया# वंपादीलाभीलाभीलाभीलाभीलाभीलाभीला कंक्षात्यान्यों# बदान# मदिरा# दोहदाच्छद्नानाया# इस# श्लोक# की# तीका# में# मलिलाथ# ने# अनेक# वृक्षो# के# दोहद# का# उल्लेख# किया# है# जिसके# अनसूर# सुंदर# स्ट्री# के# स्पैर्स# से# प्रियांगु# मुखमदिरा# से# मौलसिरी# चरणाघात# से# अशोक्# दृष्टिपात# से# तिलक# आलिंगन# से# मृदुवाणी# से# मंद्रा# हंसी# से# पटु# फूंक# मरने# से# चम्पा# कुर्बक# मधुर# गाँ# से# आम# और# नचने# से# कचनार# इत्यादि# वृक्षा# फुलते# है# ,@एक सख्यास्तव सह मया वामपादाभिलाषी कांक्षत्यन्यो बदन मदिरा दोहदच्छद्मनास्या इस श्लोक की टीका में मल्लिनाथ ने अनेक वृक्षों के दोहद का उल्लेख किया है जिसके अनुसार सुंदर स्त्री के स्पर्श से प्रियंगु मुखमदिरा से मौलसिरी चरणाघात से अशोक दृष्टिपात से तिलक आलिंगन से मृदुवाणी से मंदरा हँसी से पटु फूँक मारने से चंपा कुरबक मधुर गान से आम और नाचने से कचनार इत्यादि वृक्ष फूलते हैं#
82,@govind sharma london men base bharatiy mul ke hindi lekhak hain#,गोविंद# शर्मा# लंदन# में# बेस# भारतीय# मूल# के# हिन्दी# लेखक# हैं# ,@गोविन्द शर्मा लंदन में बसे भारतीय मूल के हिंदी लेखक है#
83,@ke dashak ke baad se naye sainya itihas jo jansakto se adhik sainikon ke saath evam rananiti se adhik manovigyan ke saath aur samaj aur sankruti par yuddh ke vyapak prabhav se sambandhit hai#,के# दशक# के# बाद# से# नई# सैन्य# इतिहास# जो# जनसक्त# से# अधिक# सैनिकों# के# साथ# एवं# रंगानिति# से# अधिक# मनोविज्ञान# के# साथ# और# समाज# और# संकृति# पर# युद्ध# के# व्यापक# प्रभाव# से# संबंधित# है# ,@के दशक के बाद से नए सैन्य इतिहास जो जनशक्ति से अधिक सैनिकों के साथ एवं रणनीति से अधिक मनोविज्ञान के साथ और समाज और संस्कृति पर युद्ध के व्यापक प्रभाव से संबंधित है#
84,@ke rup me dekha#,के# रूप# में# देखा# ,@के रूप में देखा#
85,@kendriy krishi abhiyantriki sansthan bhopal#,केंद्रीय# कृषि# अभियंत्रिकी# संस्थान# भोपाल# ,@केन्द्रीय कृषि अभियांत्रिकी संस्थान भोपाल#
86,@uttarakhand rajy rajmarg  do alag alag margon ke naam se prakhyat hai pahla kaladhungi rod jo mangal padav se shuru hokar pashchim ki aur kaladhungi hote huye ramnagar tak jata hai aur dusra chorgaliya rod jo kathgodam se shuru hokar dakshin ki aur chorgaliya hote huye sitarganj tak jata hai#,उत्तराखण्ड# राज्य# राजमार्ग# दो# अलग# अलग# मर्गों# के# नाम# से# प्रख्यात# है# पहला# कालधुंगी# रोड़# जो# मंगल# पदाव# से# शुरू# होकर# पश्चिम# की# और# कालधुंगी# होटे# हुए# रामनगर# तक# जाता# है# और# दूसरा# कोर्गलिया# रोड़# जो# कठगोदाम# से# शुरू# होकर# दक्षिण# की# और# कोर्गलिया# होटे# हुए# सितारगंज# तक# जाता# है# ,@उत्तराखण्ड राज्य राजमार्ग  दो अलग अलग मार्गों के नाम से प्रख्यात है पहला कालाढूंगी रोड जो मंगल पड़ाव से शुरू होकर पश्चिम की ओर कालाढूंगी होते हुए रामनगर तक जाता है और दूसरा चोरगलिया रोड जो काठगोदाम से शुरू होकर दक्षिण की ओर चोरगलिया होते हुए सितारगंज तक जाता है#
87,@pure desh mein deshbhakti ka ek vaar sa uthta#,पूरे# देश# में# देशभक्ति# का# एक# वार# स# उथता# ,@पूरे देश में देशभक्ति का एक वार सा उठता#
88,@haldwani kotawali se kuchh duri par sthit is station ke do gate hain jahaan donon or se vaahnon ki aavaajaahi hoti hai#,हल्द्वानी# कोटवाली# से# कुछ# दूरी# पर# स्थित# इस# स्टेशन# के# दो# गते# हैं# जहाँ# दोनों# ओर# से# वाहनों# की# आवाही# होटी# है# ,@हल्द्वानी कोतवाली से कुछ दूरी पर स्थित इस स्टेशन के दो गेट हैं जहां दोनों ओर से वाहनों की आवाजाही होती है#
89,@indira rammurti royal college of abtseshiyansh aur gainkalajists sausaiti me sabhya the#,इंदिरा# रममुर्ती# रॉयल# कॉलेज# ओओ# अब्ट्सेशियन्स# और# गैंकलजिस्ट# सौसैटी# में# सभ्य# दे# ,@इंदिरा राममूर्ती रायल कालेज ऑफ अब्ट्सेशियन्स और गैनकालजिस्ट्स सौसैटी मे सभ्य थे#
90,@totemik gustidhari kudmi aadivasi samuday jo  tak munda uranva ho santhal adi anya aadivasi samudayo ke sath adim janjati ki suchi me shamil thi  me anusuchit janjati ki suchi banaye jane ke samay bhulvash ya kisi gehri sajish ke tahat bina kisi notification ke usme shamil karne se chod diye gaye#,टोटेमिक# गुस्टिधारी# कुड़मी# आदिवासी# समुदाय# जो# तक# मुंड़ा# उरंवा# हो# संथाल# आदि# अन्य# आदिवासी# समुदायों# के# साथ# आदिम्# जनजाति# की# सूची# में# शमिल# थी# में# अनसूचित# जनजाति# की# सूची# बनाये# जने# के# समय# भूलवश# या# किसी# गेहरी# सजिश# के# तहत# बिना# किसी# नोटिफिकेशन# के# उसमें# शमिल# करने# से# कोड़# दिए# गाए# ,@टोटेमिक गुस्टिधारि कुड़मि आदिवासि समुदाय जो  तक मुंडा उरांव हो संथाल आदि अन्य आदिवासि समुदायों के साथ आदिम जनजाति की सूचि में शामिल थी  में अनुसूचित जनजाति की सूचि बनाये जाने के समय भूलवश या किसी गहरी साजिश के तहत बिना किसी नोटिफिकेशन के उसमें शामिल करने से छोड़ दिये गये#
91,@libya ne chad ke sath ek yuddh mein muammar gathafi ke shasan ke tahat rasaynik hathiyaron ka istemaal kiya tha#,लीबिया# ने# चाड़# के# साथ# एक# युद्ध# में# मुअम्मर# गठाफी# के# शशन# के# तहत# रासायनिक# हाथियारों# का# इस्तेमाल# किया# था# ,@लीबिया ने चाड के साथ एक युद्ध में मुअम्मर गद्दाफी के शासन के तहत रासायनिक हथियारों का इस्तेमाल किया था#
92,@iska nirdeshan neerav ghevan ne kiya hai#,इसका# निर्देशन# नीराव# घेवन# ने# किया# है# ,@इसका निर्देशन नीरज घेवन ने किया है#
93,@manovikaar vigyan aadhunik yug ka ek navin vigyan hai#,मनोविकार# विज्ञान# आधुनिक# युग# का# एक# नवीं# विज्ञान# है# ,@मनोविकार विज्ञान आधुनिक युग का एक नवीन विज्ञान है#
94,@iski satah par sasta aur kriyashil dhatu ka cathodic aavran kar dete hai jo pradhan nirmit rachna ki apeksha adhik sansharik hota hai#,इसकी# सतः# पर# सास्ता# और# क्रियाशील# धातु# का# कैथोडिक# आवर# कर# देटे# है# जो# प्रधान# निर्मित# रचना# की# अपेक्षा# अधिक# संशारिक# होता# है# ,@इसकी सतह पर सस्ता और क्रियाशील धातु का कैथोडिक आवरण कर देते हैं जो प्रधान निर्मित रचना की अपेक्षा अधिक संक्षारिक होता है#
95,@jiske karan hrdapeshivikriti ya atalata ho sakti hai#,जिसके# करण# हृदपेशीविकृतिकृतिकृतिकृतिकृतिकृत या# अतालता# हो# सक्ती# है# ,@जिसके कारण हृदपेशीविकृति या अतालता हो सकती है#
96,@uttar pradesh vidhan sabha chunav men inhone uttar pradesh kii ramnagar vidhan sabah nirvachan kshetr nirvachan sankhyse chunav jeeta#,उत्तर# प्रदेश# विधान# सभा# चुनाव# में# इन्होंने# उत्तर# प्रदेश# की# रामनगर# विधान# सबा# निर्वाचन# क्षेत्र# निर्वाचन# संख्यास# चुनाव# जीता# ,@उत्तर प्रदेश विधान सभा चुनाव में इन्होंने उत्तर प्रदेश की रामनगर विधान सभा निर्वाचन क्षेत्र निर्वाचन संख्यासे चुनाव जीता#
97,@nepali upanyas ka shadharhu nepali bhasha ke vikhyat sanhityakar indrabahadur raai dwara rachin ek samalichana hai jiske liye unhe san  men nepali bhasha ke liye sahitya akademi puraskar se sammanit kiya gaya#,नैपाली# उपन्यास# का# शधारह# नैपाली# भाषा# के# विख्यात# संहित्यकार# इंद्रबहादुर# राई# द्वारा# रचीन# एक# समालोचना# है# जिसके# लिए# उन्हें# सन# में# नैपाली# भाषा# के# लिए# साहित्य# अकादेमी# पुरस्कार# से# सममानित# किया# गाया# ,@नेपाली उपन्यास का आधारहरू नेपाली भाषा के विख्यात साहित्यकार इंद्रबहादुर राई द्वारा रचित एक समालोचना है जिसके लिये उन्हें सन्  में नेपाली भाषा के लिए साहित्य अकादमी पुरस्कार से सम्मानित किया गया#
98,@lekin maghi sahityetihaskaron ke anusar maghi ka pahla upnyaas upnyasika ya lambi kahani sunita  bisvin sadi ke tesre dashak men chhapi#,लेकिन# मघी# साहित्येतिहासकारोंकारोंकारोंकारो के# अनसूर# मघी# का# पहला# उपन्यास# उपन्यासिका# या# लम्बी# कहानी# सुनीता# बिसवीं# सदी# के# तेसरे# दशक# में# छपी# ,@लेकिन मगही साहित्येतिहासकारों के अनुसार मगही का पहला उपन्यास उपन्यासिका या लंबी कहानी ‘सुनीता’  बीसवीं सदी के तीसरे दशक में छपी#
99,@wiliam hover taft sanyukt rajya america ke rashtrpati the#,विलियम्# हवर्# तफ्ट# संयुक्त# राज्य# अमेरिका# के# राष्ट्रपति# दे# ,@विलियम होवर टाफ्ट संयुक्त राज्य अमरीका के राष्ट्रपति थे#
