,input,output,expected
75,@अपने जीवन में ऐश्वर्य तथा विलासिता का उपभोग करने वाले इस कवि की उल्लेखनीय विशेषता यह है कि इनके काव्य पर इसका विपरीत प्रभाव नहीं पड़ सका है#,apne# jeevan# men# aishwarya# tatha# vilasita# ka# upbhog# karne# vale# is# kavi# ki# ullekhaniy# vishesta# yah# hai# ki# inke# kavya# par# iska# viparit# prabhav# nahin# pad# saka# hai# ,@apane jivana mem aisvarya tatha vilasita ka upabhoga karane vale isa kavi ki ullekhaniya visesata yaha hai ki inake kavya para isaka viparita prabhava nahim para saka hai#
76,@कहीं कहीं उसे मालिक स्वामी भी कहते हैं#,kahin# kahin# use# malik# swami# bhi# kahte# hain# ,@kahin kahin use malik swami bhi kahate hain#
77,@ये तीनों इंटरमीडिएट रेंज बालिस्टिक मिसाइलें हैं#,ye# tinon# intermidiy# renj# balistic# missilen# hain# ,@ye tino intermiddiate range balistik missile hai#
78,@इन्द्रानी मुखर्जी#,indrani# mukharni# ,@indrani mukharji#
79,@प्रबंधन रक्ताधान में कभी कभी सहायक हो सकता है#,prabandhan# raktadhan# men# kabhi# kabhi# sahayak# ho# sakta# hai# ,@prabandhan raktadhan men kabhi kabhi sahayak ho sakta hai#
80,@हालांकि वे लोगों के बहुत अच्छे साथी होते हैं क्योंकि वे उनकी जरूरतों को समझा करते हैं लेकिन पुर्तगाली समुद्री कुत्ते हर किसी के लिए नहीं होते#,halanki# ve# logon# ke# bahut# acche# sathi# hote# hain# kyonki# ve# unki# jarurton# ko# samjha# karte# hain# lekin# purtagali# samudri# kutte# har# kisi# ke# liye# nahin# hote# ,@halanki ve logo ke bahut ache saathi hote hain kyonki ve unki jarurton ko samjha karte hain lekin purtgali samudri kutte har kisi ke liye nahi hote#
81,@एक सख्यास्तव सह मया वामपादाभिलाषी कांक्षत्यन्यो बदन मदिरा दोहदच्छद्मनास्या इस श्लोक की टीका में मल्लिनाथ ने अनेक वृक्षों के दोहद का उल्लेख किया है जिसके अनुसार सुंदर स्त्री के स्पर्श से प्रियंगु मुखमदिरा से मौलसिरी चरणाघात से अशोक दृष्टिपात से तिलक आलिंगन से मृदुवाणी से मंदरा हँसी से पटु फूँक मारने से चंपा कुरबक मधुर गान से आम और नाचने से कचनार इत्यादि वृक्ष फूलते हैं#,ek# sakhyastav# sah# maya# vampadabhilashilashilashilashilashi kankshtranyo# badan# madira# dohadacchadmasyasyasyasyasyasyasyas is# shlok# ki# tika# men# mallinath# ne# anek# vrukshon# ke# dohad# ka# ullekh# kiya# hai# jiske# anusar# sundar# stri# ke# sparsh# se# priyangu# mukhmadira# se# maulsiri# charangaghata# se# ashok# drushtipat# se# tilk# alingan# se# mruduvani# se# mandara# hansi# se# patu# funk# marne# se# champa# kurbak# madhur# gan# se# aam# aur# nachane# se# kachanar# ityadi# vruksh# fulte# hain# ,@ek sakhyastav seh maya vamapadabhilashi kankshatyanyo badan madira dohadacchadmanasya is shlok ki tika me mallinath ne anek vriksho ke dohad ka ullekh kiya hai jiske anusar sundar stree ke sparsh se priyangu mukhmadira se maulsiri charanghat se ashok drishtipat se tilak aalingan se mriduvani se mandra hansi se patu funk marne se champa kurbak madhur gaan se aam aur nachne se kachnar ityadi vriksha fulte hai#
82,@गोविन्द शर्मा लंदन में बसे भारतीय मूल के हिंदी लेखक है#,goavind# sharma# london# men# base# bhartiy# mul# ke# hindi# lekhak# hai# ,@govind sharma london men base bharatiy mul ke hindi lekhak hain#
83,@के दशक के बाद से नए सैन्य इतिहास जो जनशक्ति से अधिक सैनिकों के साथ एवं रणनीति से अधिक मनोविज्ञान के साथ और समाज और संस्कृति पर युद्ध के व्यापक प्रभाव से संबंधित है#,ke# dashak# ke# baad# se# nae# sanya# itihaas# jo# janshakti# se# adhik# sanikon# ke# sath# aim# rananiti# se# adhik# manovigyan# ke# sath# aur# samaj# aur# sanskruti# par# yuddh# ke# vyapak# prabhav# se# sambandhit# hai# ,@ke dashak ke baad se naye sainya itihas jo jansakto se adhik sainikon ke saath evam rananiti se adhik manovigyan ke saath aur samaj aur sankruti par yuddh ke vyapak prabhav se sambandhit hai#
84,@के रूप में देखा#,ke# rup# men# dekha# ,@ke rup me dekha#
85,@केन्द्रीय कृषि अभियांत्रिकी संस्थान भोपाल#,kendriy# krushi# abhiyantriki# sansthan# bhopal# ,@kendriy krishi abhiyantriki sansthan bhopal#
86,@उत्तराखण्ड राज्य राजमार्ग  दो अलग अलग मार्गों के नाम से प्रख्यात है पहला कालाढूंगी रोड जो मंगल पड़ाव से शुरू होकर पश्चिम की ओर कालाढूंगी होते हुए रामनगर तक जाता है और दूसरा चोरगलिया रोड जो काठगोदाम से शुरू होकर दक्षिण की ओर चोरगलिया होते हुए सितारगंज तक जाता है#,uttarakhand# rajya# rajmarg# do# alag# alag# margon# ke# nam# se# prakhyat# hai# pahla# kaladhungi# rod# jo# mangal# padav# se# shuru# hokar# paschim# ki# or# kaladhungi# hote# huye# ramangar# tak# jata# hai# aur# dusra# chorgaliya# rod# jo# kathgodam# se# shuru# hokar# dakshin# ki# or# chorgaliya# hote# huye# sitarganj# tak# jata# hai# ,@uttarakhand rajy rajmarg  do alag alag margon ke naam se prakhyat hai pahla kaladhungi rod jo mangal padav se shuru hokar pashchim ki aur kaladhungi hote huye ramnagar tak jata hai aur dusra chorgaliya rod jo kathgodam se shuru hokar dakshin ki aur chorgaliya hote huye sitarganj tak jata hai#
87,@पूरे देश में देशभक्ति का एक वार सा उठता#,pure# desh# men# deshbhakti# ka# ek# var# sa# uthata# ,@pure desh mein deshbhakti ka ek vaar sa uthta#
88,@हल्द्वानी कोतवाली से कुछ दूरी पर स्थित इस स्टेशन के दो गेट हैं जहां दोनों ओर से वाहनों की आवाजाही होती है#,haldvani# kotawali# se# kuch# duri# par# sthit# is# stesion# ke# do# get# hain# jahan# donon# or# se# vahanon# ki# aawajahi# hoti# hai# ,@haldwani kotawali se kuchh duri par sthit is station ke do gate hain jahaan donon or se vaahnon ki aavaajaahi hoti hai#
89,@इंदिरा राममूर्ती रायल कालेज ऑफ अब्ट्सेशियन्स और गैनकालजिस्ट्स सौसैटी मे सभ्य थे#,indira# rammurti# rayal# kalege# of# abtseshiyans# aur# gankalajistssistsssistsssistsssists sausait# me# sabhya# the# ,@indira rammurti royal college of abtseshiyansh aur gainkalajists sausaiti me sabhya the#
90,@टोटेमिक गुस्टिधारि कुड़मि आदिवासि समुदाय जो  तक मुंडा उरांव हो संथाल आदि अन्य आदिवासि समुदायों के साथ आदिम जनजाति की सूचि में शामिल थी  में अनुसूचित जनजाति की सूचि बनाये जाने के समय भूलवश या किसी गहरी साजिश के तहत बिना किसी नोटिफिकेशन के उसमें शामिल करने से छोड़ दिये गये#,totemik# gustidhari# kudmi# aadivasi# samuday# jo# tak# munda# uranv# ho# santhal# aadi# anya# aadivasi# samudayon# ke# sath# aadim# janjati# ki# suchi# men# shamil# thi# men# anusuchit# janjati# ki# suchi# banaye# jane# ke# samay# bhulvash# ya# kisi# gahari# sajish# ke# tahat# bina# kisi# notification# ke# usmen# shamil# karne# se# chod# diye# gaye# ,@totemik gustidhari kudmi aadivasi samuday jo  tak munda uranva ho santhal adi anya aadivasi samudayo ke sath adim janjati ki suchi me shamil thi  me anusuchit janjati ki suchi banaye jane ke samay bhulvash ya kisi gehri sajish ke tahat bina kisi notification ke usme shamil karne se chod diye gaye#
91,@लीबिया ने चाड के साथ एक युद्ध में मुअम्मर गद्दाफी के शासन के तहत रासायनिक हथियारों का इस्तेमाल किया था#,libia# ne# chad# ke# sath# ek# yuddh# men# muammar# gaddafi# ke# shasan# ke# tahat# rasayanik# hathiyaron# ka# istemal# kiya# tha# ,@libya ne chad ke sath ek yuddh mein muammar gathafi ke shasan ke tahat rasaynik hathiyaron ka istemaal kiya tha#
92,@इसका निर्देशन नीरज घेवन ने किया है#,iska# nirdeshan# nirj# ghevan# ne# kiya# hai# ,@iska nirdeshan neerav ghevan ne kiya hai#
93,@मनोविकार विज्ञान आधुनिक युग का एक नवीन विज्ञान है#,manovikar# vijnyan# aadhunik# yug# ka# ek# navin# vijnyan# hai# ,@manovikaar vigyan aadhunik yug ka ek navin vigyan hai#
94,@इसकी सतह पर सस्ता और क्रियाशील धातु का कैथोडिक आवरण कर देते हैं जो प्रधान निर्मित रचना की अपेक्षा अधिक संक्षारिक होता है#,iski# satah# par# sasta# aur# kriyashil# dhatu# ka# kaithodik# aavaran# kar# dete# hain# jo# pradhan# nirmit# rachana# ki# apeksha# adhik# sanksharik# hota# hai# ,@iski satah par sasta aur kriyashil dhatu ka cathodic aavran kar dete hai jo pradhan nirmit rachna ki apeksha adhik sansharik hota hai#
95,@जिसके कारण हृदपेशीविकृति या अतालता हो सकती है#,jiske# karan# hrudpeshiviyiti# ya# atalata# ho# sakti# hai# ,@jiske karan hrdapeshivikriti ya atalata ho sakti hai#
96,@उत्तर प्रदेश विधान सभा चुनाव में इन्होंने उत्तर प्रदेश की रामनगर विधान सभा निर्वाचन क्षेत्र निर्वाचन संख्यासे चुनाव जीता#,uttar# pradesh# vidhan# sabha# chunav# men# inhone# uttar# pradesh# ki# ramangar# vidhan# sabha# nirvaachan# kshetra# nirvaachan# sankhyase# chunav# jeeta# ,@uttar pradesh vidhan sabha chunav men inhone uttar pradesh kii ramnagar vidhan sabah nirvachan kshetr nirvachan sankhyse chunav jeeta#
97,@नेपाली उपन्यास का आधारहरू नेपाली भाषा के विख्यात साहित्यकार इंद्रबहादुर राई द्वारा रचित एक समालोचना है जिसके लिये उन्हें सन्  में नेपाली भाषा के लिए साहित्य अकादमी पुरस्कार से सम्मानित किया गया#,nepali# upanyas# ka# aadharahaphu# nepali# bhasha# ke# vikhyat# sahityakar# indrabahadur# rai# dwara# rachit# ek# samalochana# hai# jiske# liye# unhen# san# men# nepali# bhasha# ke# liye# sahitya# akademy# puraskar# se# sammanit# kiya# gaya# ,@nepali upanyas ka shadharhu nepali bhasha ke vikhyat sanhityakar indrabahadur raai dwara rachin ek samalichana hai jiske liye unhe san  men nepali bhasha ke liye sahitya akademi puraskar se sammanit kiya gaya#
98,@लेकिन मगही साहित्येतिहासकारों के अनुसार मगही का पहला उपन्यास उपन्यासिका या लंबी कहानी ‘सुनीता’  बीसवीं सदी के तीसरे दशक में छपी#,lekin# magahi# sahityetihaskaron# ke# anusar# magahi# ka# pahla# upanyas# upanyasika# ya# lambi# kahani# gsunita# bisvim# sadi# ke# teesre# dashak# men# chapi# ,@lekin maghi sahityetihaskaron ke anusar maghi ka pahla upnyaas upnyasika ya lambi kahani sunita  bisvin sadi ke tesre dashak men chhapi#
99,@विलियम होवर टाफ्ट संयुक्त राज्य अमरीका के राष्ट्रपति थे#,viliam# hovar# taft# sanyukt# rajya# amrica# ke# rashtrapati# the# ,@wiliam hover taft sanyukt rajya america ke rashtrpati the#
