,input,output,expected
75,@अपने जीवन में ऐश्वर्य तथा विलासिता का उपभोग करने वाले इस कवि की उल्लेखनीय विशेषता यह है कि इनके काव्य पर इसका विपरीत प्रभाव नहीं पड़ सका है#,apne# jeevan# men# ashvarya# tath# vilista ka# upbhog karne# wale# is# kavi# ki# lalekhnulesh# visheshta# yah# ha# ki# inke# kavay# par# iskaa# vipari# prabhava nahin# pad# saka# ha# ,@apane jivana mem aisvarya tatha vilasita ka upabhoga karane vale isa kavi ki ullekhaniya visesata yaha hai ki inake kavya para isaka viparita prabhava nahim para saka hai#
76,@कहीं कहीं उसे मालिक स्वामी भी कहते हैं#,kahin# kahin# use# malik# swami# bhi# kahate# hain# ,@kahin kahin use malik swami bhi kahate hain#
77,@ये तीनों इंटरमीडिएट रेंज बालिस्टिक मिसाइलें हैं#,ye# tepon# yetimetrin# repang# balispati# misinge# hain# ,@ye tino intermiddiate range balistik missile hai#
78,@इन्द्रानी मुखर्जी#,indrani# meshurju# ,@indrani mukharji#
79,@प्रबंधन रक्ताधान में कभी कभी सहायक हो सकता है#,prabandhan# adhaktarana# men# kabhi# kabhi# sahayak# ho# sakta# ha# ,@prabandhan raktadhan men kabhi kabhi sahayak ho sakta hai#
80,@हालांकि वे लोगों के बहुत अच्छे साथी होते हैं क्योंकि वे उनकी जरूरतों को समझा करते हैं लेकिन पुर्तगाली समुद्री कुत्ते हर किसी के लिए नहीं होते#,halanki# ve# logon# ken# bahut# acche# saathi# hote# hain# kyon# ve# unki# jarutaron# ko# shamj# katare# hain# lekin# puratlagri# samudri# kutte# har# kisi# ken# lee# nahin# hote# ,@halanki ve logo ke bahut ache saathi hote hain kyonki ve unki jarurton ko samjha karte hain lekin purtgali samudri kutte har kisi ke liye nahi hote#
81,@एक सख्यास्तव सह मया वामपादाभिलाषी कांक्षत्यन्यो बदन मदिरा दोहदच्छद्मनास्या इस श्लोक की टीका में मल्लिनाथ ने अनेक वृक्षों के दोहद का उल्लेख किया है जिसके अनुसार सुंदर स्त्री के स्पर्श से प्रियंगु मुखमदिरा से मौलसिरी चरणाघात से अशोक दृष्टिपात से तिलक आलिंगन से मृदुवाणी से मंदरा हँसी से पटु फूँक मारने से चंपा कुरबक मधुर गान से आम और नाचने से कचनार इत्यादि वृक्ष फूलते हैं#,ek# sakshayatay# sah# maya# vambanashilukaaai kanchyaanaayokt# badan# madira dohadashyachadayaana is# slok# ki# teekaa# men# mallinath# ne# ane# vrukshon# ken# dohad# ka# llekhesh# kiya# ha# jiske# anusara# sundar stri# ken# spashar# se# pringe# meshamudra se# mausali# charanagah# se# ashcon# drushtipat se# tilk# alinganon# se# mrudwanu# se# mandar hansi# se# patu# ucton# marane# se# champa# kumbard# madhura gan# se# aaman# aur# navechn# se# chanakar# ytadiya# vruksh# fule# hain# ,@ek sakhyastav seh maya vamapadabhilashi kankshatyanyo badan madira dohadacchadmanasya is shlok ki tika me mallinath ne anek vriksho ke dohad ka ullekh kiya hai jiske anusar sundar stree ke sparsh se priyangu mukhmadira se maulsiri charanghat se ashok drishtipat se tilak aalingan se mriduvani se mandra hansi se patu funk marne se champa kurbak madhur gaan se aam aur nachne se kachnar ityadi vriksha fulte hai#
82,@गोविन्द शर्मा लंदन में बसे भारतीय मूल के हिंदी लेखक है#,govind# sharma# landan# men# base# bharatiy# melu# ken# hindi# lekhask# ha# ,@govind sharma london men base bharatiy mul ke hindi lekhak hain#
83,@के दशक के बाद से नए सैन्य इतिहास जो जनशक्ति से अधिक सैनिकों के साथ एवं रणनीति से अधिक मनोविज्ञान के साथ और समाज और संस्कृति पर युद्ध के व्यापक प्रभाव से संबंधित है#,ken# dashak# ken# badaa se# ne# sainya# itihesa# jo# janshikri# se# adhik# sainiskon ken# saath# anva# ranani# se# adhik# manopavigyan ken# saath# aur# samaaj# aur# sanskrity# par# yuddh# ken# vyaapasha prabhava se# sambandhit# ha# ,@ke dashak ke baad se naye sainya itihas jo jansakto se adhik sainikon ke saath evam rananiti se adhik manovigyan ke saath aur samaj aur sankruti par yuddh ke vyapak prabhav se sambandhit hai#
84,@के रूप में देखा#,ken# upur men# dekha# ,@ke rup me dekha#
85,@केन्द्रीय कृषि अभियांत्रिकी संस्थान भोपाल#,kendriy# krushit abhintakriya# sansanthan# bompane ,@kendriy krishi abhiyantriki sansthan bhopal#
86,@उत्तराखण्ड राज्य राजमार्ग  दो अलग अलग मार्गों के नाम से प्रख्यात है पहला कालाढूंगी रोड जो मंगल पड़ाव से शुरू होकर पश्चिम की ओर कालाढूंगी होते हुए रामनगर तक जाता है और दूसरा चोरगलिया रोड जो काठगोदाम से शुरू होकर दक्षिण की ओर चोरगलिया होते हुए सितारगंज तक जाता है#,uttarakhand# rajy# rajeegamar do# alaga# alaga# margon# ken# nam# se# parkaatya# ha# malapa# caladhiyon# oord# jo# mangal pada# se# shushra# hokar# paschimeen# ki# ober caladhiyon# hote# huo# ramanagar# tak# jata# ha# aur# dusra# choriyala# oord# jo# katardadaant se# shushra# hokar# dakshin# ki# ober choriyala# hote# huo# sigaranbagat tak# jata# ha# ,@uttarakhand rajy rajmarg  do alag alag margon ke naam se prakhyat hai pahla kaladhungi rod jo mangal padav se shuru hokar pashchim ki aur kaladhungi hote huye ramnagar tak jata hai aur dusra chorgaliya rod jo kathgodam se shuru hokar dakshin ki aur chorgaliya hote huye sitarganj tak jata hai#
87,@पूरे देश में देशभक्ति का एक वार सा उठता#,peru# desh# men# deshikrust ka# ek# vara# sa# thatanat ,@pure desh mein deshbhakti ka ek vaar sa uthta#
88,@हल्द्वानी कोतवाली से कुछ दूरी पर स्थित इस स्टेशन के दो गेट हैं जहां दोनों ओर से वाहनों की आवाजाही होती है#,haldhanwani# molovion se# kuch# duri# par# sthit# is# stejashan# ken# do# ge# hain# jahaan# dono ober se# wahano# ki# aavajarji# hoti# ha# ,@haldwani kotawali se kuchh duri par sthit is station ke do gate hain jahaan donon or se vaahnon ki aavaajaahi hoti hai#
89,@इंदिरा राममूर्ती रायल कालेज ऑफ अब्ट्सेशियन्स और गैनकालजिस्ट्स सौसैटी मे सभ्य थे#,yendira ramarumati# rayal# kalej# fay# bashtesessions# aur# gaispluchaaki# sashiti# me# sabhya# the# ,@indira rammurti royal college of abtseshiyansh aur gainkalajists sausaiti me sabhya the#
90,@टोटेमिक गुस्टिधारि कुड़मि आदिवासि समुदाय जो  तक मुंडा उरांव हो संथाल आदि अन्य आदिवासि समुदायों के साथ आदिम जनजाति की सूचि में शामिल थी  में अनुसूचित जनजाति की सूचि बनाये जाने के समय भूलवश या किसी गहरी साजिश के तहत बिना किसी नोटिफिकेशन के उसमें शामिल करने से छोड़ दिये गये#,totimessic gutkaribaar kudeen# aadisvina samuday# jo# tak# mundaa# uranva# ho# santhala# aadi# anya# aadisvina samudaayo# ken# saath# aadid# janajati# ki# ucchi# men# shamil# tha# men# anusuchit# janajati# ki# ucchi# banaye# jane# ken# samay# bhulavashah# ya# kisi# gahari# sajishar ken# tahat# bina# kisi# nophisheshta# ken# usende# shamil# karne# se# chode diye# gye# ,@totemik gustidhari kudmi aadivasi samuday jo  tak munda uranva ho santhal adi anya aadivasi samudayo ke sath adim janjati ki suchi me shamil thi  me anusuchit janjati ki suchi banaye jane ke samay bhulvash ya kisi gehri sajish ke tahat bina kisi notification ke usme shamil karne se chod diye gaye#
91,@लीबिया ने चाड के साथ एक युद्ध में मुअम्मर गद्दाफी के शासन के तहत रासायनिक हथियारों का इस्तेमाल किया था#,libed ne# chaad# ken# saath# ek# yuddh# men# mumbampur gaddhari# ken# sashan# ken# tahat# rasayanik# hathiyariya# ka# istaliana kiya# tha# ,@libya ne chad ke sath ek yuddh mein muammar gathafi ke shasan ke tahat rasaynik hathiyaron ka istemaal kiya tha#
92,@इसका निर्देशन नीरज घेवन ने किया है#,iskaa# neoneshdaran# neerjer# ghevan# ne# kiya# ha# ,@iska nirdeshan neerav ghevan ne kiya hai#
93,@मनोविकार विज्ञान आधुनिक युग का एक नवीन विज्ञान है#,manoparisha# vidhnyan# adhusin# yug# ka# ek# navini# vidhnyan# ha# ,@manovikaar vigyan aadhunik yug ka ek navin vigyan hai#
94,@इसकी सतह पर सस्ता और क्रियाशील धातु का कैथोडिक आवरण कर देते हैं जो प्रधान निर्मित रचना की अपेक्षा अधिक संक्षारिक होता है#,iski# sahat# par# sasta# aur# krisiriya# dhatu# ka# canthodesi# aavarana# kar# detai# hain# jo# pradhan# nirimit# rachana# ki# apeksha# adhik# sankashikari# hota ha# ,@iski satah par sasta aur kriyashil dhatu ka cathodic aavran kar dete hai jo pradhan nirmit rachna ki apeksha adhik sansharik hota hai#
95,@जिसके कारण हृदपेशीविकृति या अतालता हो सकती है#,jiske# karan# heernevretikrishin ya# atalta# ho# sakti# ha# ,@jiske karan hrdapeshivikriti ya atalata ho sakti hai#
96,@उत्तर प्रदेश विधान सभा चुनाव में इन्होंने उत्तर प्रदेश की रामनगर विधान सभा निर्वाचन क्षेत्र निर्वाचन संख्यासे चुनाव जीता#,uttar pradesha# vidhan# sabhaar chunava# men# inhone# uttar pradesha# ki# ramanagar# vidhan# sabhaar nighvarshan# sheshtra nighvarshan# sankhyse# chunava# jita# ,@uttar pradesh vidhan sabha chunav men inhone uttar pradesh kii ramnagar vidhan sabah nirvachan kshetr nirvachan sankhyse chunav jeeta#
97,@नेपाली उपन्यास का आधारहरू नेपाली भाषा के विख्यात साहित्यकार इंद्रबहादुर राई द्वारा रचित एक समालोचना है जिसके लिये उन्हें सन्  में नेपाली भाषा के लिए साहित्य अकादमी पुरस्कार से सम्मानित किया गया#,nepali# upanyas# ka# adharurah# nepali# bhasha# ken# viktya# sahityakar# yourdandarang rie# dwara rachit# ek# samadhastana ha# jiske# leej# unhen# san# men# nepali# bhasha# ken# lee# sahitya# akamanaadi burskar# se# smanitma# kiya# gya# ,@nepali upanyas ka shadharhu nepali bhasha ke vikhyat sanhityakar indrabahadur raai dwara rachin ek samalichana hai jiske liye unhe san  men nepali bhasha ke liye sahitya akademi puraskar se sammanit kiya gaya#
98,@लेकिन मगही साहित्येतिहासकारों के अनुसार मगही का पहला उपन्यास उपन्यासिका या लंबी कहानी ‘सुनीता’  बीसवीं सदी के तीसरे दशक में छपी#,lekin# magahi# sagethyakariyo# ken# anusara# magahi# ka# malapa# upanyas# upaccarna# ya# lambi# kahani# asudianta# bisvin# sadi# ken# teshari# dashak# men# chhapani ,@lekin maghi sahityetihaskaron ke anusar maghi ka pahla upnyaas upnyasika ya lambi kahani sunita  bisvin sadi ke tesre dashak men chhapi#
99,@विलियम होवर टाफ्ट संयुक्त राज्य अमरीका के राष्ट्रपति थे#,viliam# hovar# tatant sanyust# rajy# amarikarana ken# rashtraparit the# ,@wiliam hover taft sanyukt rajya america ke rashtrpati the#
